xi,xj,LLM_model,prompt_id
The bell rang,bell rang car pulled driveway man truck turned father pointed window said dear driver turned look,GPT-2,323
The baby laughed,baby laughed mother smiled mother smiled baby laughed baby laughed mother smiled mother smiled baby laughed baby laughed mother smiled,Falcon-7B,317
The incense burned,incense burned village men had chance encounter villages family heard share,GPT-Neo,454
The grass rustled,grass rustled grass grass grass grass grass grass grass,OPT,443
"Quietly, he entered",entered place become home met wife graduate read worked,GPT-Neo,217
The flower bloomed,flower bloomed spring year flower flower flower flower flower flower flower,BLOOM,430
The water rippled,water rippled sun shone trees water rippled sun shone trees water rippled sun shone trees water rippled sun shone trees,Falcon-7B,599
The candle glowed,candle glowed darkness flame flickering breeze candle gift friend candle meant burned dark candle gift friend candle meant,Falcon-7B,348
The smell of,smell meat got nose going add bought drinking thing add wanted note,GPT-2,551
The snow fell,snow fell ground wind blew direction winds wind blowing direction winds winds blowing direction winds wind,BLOOM,556
The rain stopped,rain stopped wind blowing direction sun sun shining clouds falling wind blowing direction sun clouds falling wind blowing,BLOOM,534
He looked back,looked man suppose bit man died evening lad bucks glanced,GPT-2,116
As they baked,baked cake had order one cake service,BLOOM,25
The art lived,art lived created art world course kind makes art history look works today yesterday music dance,GPT-Neo,311
"Slowly, she jogged",jogged way front line one get turn one get turn one get turn,Falcon-7B,296
The software improved,software improved lot time used think,OPT,558
The campfire glowed,campfire glowed light fire scene made fire fire one fire burning midst camp fire burning,BLOOM,345
He lifted the,lifted lid box peered do show took box set table,Falcon-7B,113
The bird sang,bird sang ran catch came followed continued chase hill trees mile center came flying trail ran,GPT-2,328
"Gently, she pushed",pushed door peered room see outline bed stepped closed door whispered,Falcon-7B,98
As they smiled,smiled waved crowd contestants asked name beauty product love lipstick said wearing dress collar,Falcon-7B,58
The train rumbled,train rumbled train rumbled train rumbled train rumbled train rumbled train rumbled train rumbled train rumbled train rumbled train rumbled,BLOOM,588
As they performed,performed protest got questions questions have answered one relationship boyfriend needs answered see,GPT-2,49
With a nod,nod types word fun writer editor decided take break run nonfiction texts stories life family life dedicated,GPT-Neo,644
The bell echoed,bell echoed halls school students bell rang students bell rang students bell rang,OPT,322
As the wind,wind whipped leaves boys hurried path door pushed entered stone walled barn were stalls horses colors,GPT-Neo,21
The night rocked,night rocked skyline handful men took leadership press conference day gave speech life got bit,GPT-2,501
In the library,library classroom used words order define math time year daughter saw using saying word,GPT-Neo,184
The door creaked,door creaked fire raging blazing room gone tavern Standing brother back,GPT-2,403
The music soared,music soared applause filled room crowd surged round cat calls shrieks chants boy jumped table men began tossing candy group girls boy began,GPT-Neo,498
The clock struck,clock struck afternoon plane taken video footage man waving passengers caption world getting Police said,GPT-2,371
"Gently, she lifted",lifted hand looked ’re trouble ’re trouble looked ’re,BLOOM,94
The curtain moved,curtain moved words came mouth looked saw others sitting Thank think,GPT-2,388
"Carefully, he placed",placed box table opened box looked table box table looked box table,Falcon-7B,76
The clock ticked,clock ticked way life looked moment stepped windows felt house taken bedroom curtains swelled smell rotting wood,GPT-2,372
He looked up,looked sky man sat want,GPT-Neo,118
The smoke rose,smoke rose chimney smell wood fire air sun setting sky pink air leaves beginning change color,Falcon-7B,554
The door creaked,door creaked figure stepped room ’m disturb ’m got news ’m father,Falcon-7B,403
In the foyer,foyer were boxes gifts stood front door looked sky want go said,GPT-Neo,174
With a poof,poof have hands makes dogs one gets poo leash take care ones get po,GPT-2,646
The conversation flowed,conversation flowed time left station felt talked ghost rode streets told way people,GPT-Neo,378
The flowers bloomed,flowers bloomed spring birds sang summer leaves fell autumn snow fell winter flowers bloomed spring birds sang summer,Falcon-7B,433
The radio played,radio played part development concept radio medium transmission information radio used transmit information radio station radio user radio used transmit information radio station,BLOOM,527
With a breath,breath cry wonders reach # _ _ CLUBBED walked,GPT-Neo,622
The instrument sang,instrument sang song name lyrics think listened,OPT,456
As they trembled,trembled dark children heard sound door opening ’s monster whispered ’s monster one whispered ’s monster,Falcon-7B,63
The ingredients combined,ingredients combined amount heat time create meal ingredients combined amount heat time create meal ingredients combined amount heat time create,Falcon-7B,455
As she walked,walked lit room half smile lips hoped brought point accepting bargain made,GPT-Neo,17
In the vault,vaults is letter man named wife written midst deal business wrote,Falcon-7B,211
The stairs creaked,stairs creaked climbed had get top had see had know side door reached top,Falcon-7B,562
She programmed the,programmed computer make call programmed computer make call computer programmed make call computer programmed make call computer programmed make call,Falcon-7B,258
As they walked,walked room men looked smiled mean scare,OPT,65
The tree swayed,tree swayed wind wind blew tree tree swayed wind wind blew tree tree swayed wind wind blew tree tree swayed,OPT,592
In the study,study history church century called time change upheaval church movement began,Falcon-7B,208
He cast the,cast spell think cast spell cast,OPT,105
In the bedroom,bedroom bed piece furniture place spend third life place sleep rest relax place make love,Falcon-7B,153
In the lobby,lobby is button says,OPT,186
In the alley,alley men walking sidewalk man wearing jacket tie woman wearing jacket tie man walking sidewalk woman,BLOOM,147
In the backyard,backyard today wind level sun continues show horizon bother birds watching birds example weather event observed,GPT-2,149
With a sigh,sigh looked calendar day spring going go park friend had headache working project,OPT,648
The kite dipped,kite dipped rose dipped rose dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising dipping rising,Falcon-7B,461
The crowd gathered,crowd gathered hallway watch game crowd referee forced leave field referee allowed leave field game crowd,BLOOM,383
"Carefully, she lifted",lifted corner quilt laid instant thought had sense quality darkness sleep,GPT-Neo,84
In the forest,forest trees forest trees forest trees forest trees forest trees,Falcon-7B,173
"Gently, he pushed",pushed wall going hurt said going ask question going,OPT,89
In the hallway,hallway school group students gathered table playing game cards teacher standing door watching teacher cheating,Falcon-7B,180
Looking into his,Looking eyes felt spark thought things do get knew actions went rampage done work,GPT-2,213
