xi,xj,LLM_model,prompt_id
The clock struck,"The clock struck 11:33 am on Thursday as she was walking to work.

She said that she had no idea what had gone wrong, and was unsure whether she was the victim of a cyberattack.

""I told her the",GPT-2,371
The crowd roared,"The crowd roared in delight. ""This man, he can kill people!"" shouted the crowd leader. ""Let him off!",GPT-2,384
"Quietly, he whispered","Quietly, he whispered, “You’re not going to be able to get out of here.”
“You’re not going to be able to get out of here.” He said, and he looked at her.",BLOOM,223
The password worked,"The password worked for me.
I'm not sure what you mean. I'm not sure what you're trying to say.
I'm saying that the password worked for me.
I'm not sure what you mean.",OPT,508
With a laugh,"With a laugh, the soldier drew back his left hand and swung a powerful blow that smashed through the face of the man, sending him tumbling across the room to crash into a large steel wall.",GPT-Neo,642
With a frown,"With a frown on his face, he looked at the man who had just entered the room.
""I'm sorry, I didn't mean to interrupt you.""
""No, it's fine.
I was just about to go to",OPT,635
As they sat,"As they sat in the stands at the 2012 London Olympics, the parents of the late British athlete Jessica Ennis were overcome with emotion.
“I was crying,” said her mother, Alison, who was watching her daughter compete in the he",Falcon-7B,55
"Gently, she placed","Gently, she placed her hand on his chest. ""I'm not going to hurt you, but I need to know what happened.""
He closed his eyes and took a deep breath.",Falcon-7B,96
A sudden noise,"A sudden noise has roused me from sleep.

A loud crash and a long hissing whistle followed by a loud crack.

I groan.

And my pillow rumbles and turns.

The room is full of",GPT-Neo,1
As they smiled,"As they smiled, she lifted her head up to meet their gaze.
""So how about you take your hands off my shoulder?"" She asked the blonde.
""It's fine, I'm just…I'm fine,"" she replied in a",GPT-2,58
"Quietly, he whispered","Quietly, he whispered, ""I hope he goes, but I think we shouldn't send out this message.",GPT-2,223
The view expanded,"The view expanded to the entire world.
I'm not sure if that's a good thing or a bad thing.
It's a good thing.",OPT,597
As they played,"As they played the game, they were all like ""I'm not going to be able to play this game anymore""
I'm not sure if I should be happy or sad that I'm not the only one who thought that.",OPT,50
He looked back,"He looked back at the room. ""They're all the same to me, of course.",GPT-Neo,116
The kite soared,"The kite soared high in the sky,
The wind was blowing,
The kite was flying,
The kite was flying,
The kite was flying,
The kite was flying,
The kite was flying,
The kite was flying,",Falcon-7B,463
"Gently, she massaged","Gently, she massaged the area around his eyes, and he closed his eyes, enjoying the sensation.
""I'm sorry,"" she whispered.",Falcon-7B,95
In the park,"In the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in the park, in",OPT,196
The bell tolled,"The bell tolled for the last time at the end of the last season.

The final whistle blew on the final game of the season for the University of Calgary Dinos men’s soccer team.

The Dinos finished",OPT,324
With a grunt,"With a grunt like a grizzly bear, he lifted him into a standing position. He lifted his leg and the man was able to hop down and stand. He was able to stand without crutches and hobble.",GPT-Neo,640
"Gently, she rocked","Gently, she rocked and screamed as she opened her arms and pulled him into her arms, wrapping her legs around him.",GPT-2,99
The wind howled,The wind howled and the rain fell. The wind was so strong that the rain fell on the roof of the house. The rain was so heavy that the roof fell down. The rain was so heavy that the roof fell down.,BLOOM,610
He looked up,He looked up at the sky and saw a cloud of stars. He looked up again and saw a cloud of stars. He looked up again and saw a cloud of stars. He looked up again and saw a cloud of stars.,BLOOM,118
As they escaped,"As they escaped from the storm of terror and brutality of the past three days, the Palestinians at Bir Zeit had been braced by the thought that in the future the Jewish police and army could attack them at any time, and perhaps even kill them.",GPT-Neo,38
The door closed,"The door closed behind him.
""I'm sorry,"" he said, his voice low and hoarse. ""I'm so sorry. I didn't mean to hurt you.",Falcon-7B,402
In the basement,"In the basement membrane, the expression of the epithelial marker, E-cadherin, is increased in the presence of the tumor cells.",BLOOM,152
The car started,"The car started to move.
The car started to move.
The car started to move.
The car started to move.
The car started to move.
The car started to move.
The car started to move.
The",Falcon-7B,354
The waves crashed,"The waves crashed against the rocks, the wind blew, and the sun shone.
The waves crashed against the rocks, the wind blew, and the sun shone.
The waves crashed against the rocks, the wind blew, and the sun shone.",Falcon-7B,603
He admired the,"He admired the way the sun shone on the water.
He was so happy to be alive.
He was so happy to be alive.
He was so happy to be alive.
He was so happy to be alive.
He",OPT,103
The crowd swayed,"The crowd swayed. The man on stage stood up. He took his top hat from his head and put it on. He turned around. His eyes fell on her.

She felt like the world was on its side.",GPT-Neo,385
In the basement,"In the basement, where it is now, a black, two-story, dark room that has rooms where his girlfriend, an American citizen, was found dead in June 2015.

""We've been trying to help,"" said Mr.",GPT-2,152
He searched for,"He searched for a way to get the information from the database, but it didn't work.",BLOOM,130
The train departed,The train departed for Seattle. So many people had to leave their trains waiting. The company also said that it had never received any safety reports from the U.S. Department of Homeland Security — a request which was ignored by Seattle Mayor Ed Murray.,GPT-2,587
In the foyer,"In the foyer of the new building, there is a small room with a small table and chairs. It's a place to sit and relax. It's not a place to eat.",OPT,174
The rain stopped,"The rain stopped and the sun came out, and the first thing I saw when I opened my eyes was a couple of little ducks in my kitchen window.",GPT-Neo,534
He painted the,"He painted the whole thing?
I think he did. I'm not sure though.",OPT,119
As night fell,"As night fell, and the moon was hidden in the clouds, and the stars were
shining in the sky, and the stars were shining in the sky, and the stars
were shining in the sky, and the stars were shining in the",BLOOM,15
