xi,xj,LLM_model,prompt_id
The wind gusted,"The wind gusted so hard that the windscreen wipers were stuck.
I'm not sure if you're joking or not, but that's actually a thing.
I'm not joking. I've seen it happen.
I've",OPT,609
"Carefully, he placed","Carefully, he placed the gun butt on the other seat cushion by his right hip, holding it there. ""I'll put the bullets in your neck.""

""But you shot at me,"" she replied, her voice a little faint,",GPT-Neo,76
"Gently, he touched","Gently, he touched down on the ground before her. He was just a little bit taller than she was, and his hands were too large. He was covered in bruises, but all the while, he had shown her no shame. She tried",GPT-2,92
As they chatted,"As they chatted, the man asked the woman if she was married. She said no, and he asked if she had children. She said no, and he asked if she wanted children. She said no, and he asked if she was a virgin",Falcon-7B,29
As they walked,"As they walked, the two men talked about the weather, the crops, the price of cattle, and the latest news from the capital.
""I've heard that the king is going to make a new law,"" said the farmer.",Falcon-7B,65
The phone rang,"The phone rang, interrupting my reverie. I was trying not to let it affect me. With a sigh, I answered it, ready to be informed of some sort of calamity. Instead, my father's booming voice rang through my head",GPT-Neo,515
The letter arrived,"The letter arrived in the mail today.
I was so excited to open it.
I was so excited to read it.
I was so excited to write it.
I was so excited to read it.
I was so excited",OPT,473
"Quietly, he entered","Quietly, he entered the room, and
looked at the clock. It was ten o’clock. He had not yet been up to
the office, and he was not yet in the morning. He had not yet
finished",BLOOM,217
With a chill,"With a chill in the air and clouds of dust in the distance, these two men stand in their front yard in North Texas. For nearly two centuries they’ve cut and stacked their way through this fertile land. Each day they are reminded that",GPT-Neo,625
The ice melted,"The ice melted from our minds. I was walking into a dark room, and a girl said: ""You want to know why?"" I asked her: ""I'm not sure."" She said, ""Because you're smart; you know how to",GPT-Neo,452
"Gently, she massaged","Gently, she massaged Harry's chest at the same time as she tried to kiss her. The three of them drifted apart. Harry's hands continued the kiss, the two of them stretching out on the bed that he always made Harry wear.",GPT-2,95
The door closed,"The door closed on the last day of the school year.
I was in the middle of a conversation with my friend, and I heard a loud bang.
I looked up and saw a man standing in the doorway of the classroom.",OPT,402
The car sped,The car sped up and the driver was trying to get out of the way.,OPT,353
She waited for,"She waited for the bus,
She waited for the bus,
She waited for the bus,
She waited for the bus,
She waited for the bus,
She waited for the bus,
She waited for the bus,
She",Falcon-7B,277
The stars shone,"The stars shone in the center of a huge red light in the background. It seemed to be so bright that one could not see the shape of the star. Yet there was no sign of human activity.

It wasn't clear what caused the",GPT-2,565
In the gallery,"In the gallery, the artist’s work is displayed in a series of sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures, sculptures,",BLOOM,175
He whispered to,"He whispered to me, ""I'm going to make you cum so hard.""
I was so wet, I was dripping. I was so horny, I was aching. I was so ready, I was shaking.
He slid his",Falcon-7B,146
The grass swayed,"The grass swayed in the wind, the sun shone down on the green, and the birds chirped in the trees. The air was warm and the sky was blue. The grass was green and the trees were tall. The flowers were blooming and the",Falcon-7B,444
The horse neighed,"The horse neighed through the dawn as it began its walk into the sunset. Its black eyes seemed to follow the last rays of light into the night, and then it disappeared into the shadows in the distance.

-from The Art of Horse",GPT-Neo,448
The canvas came,The canvas came out great. I used a 12x12 canvas and a 12x12 piece of burlap. I used a 12x12 piece of burlap and a 12x12 canvas. I used a 12x,Falcon-7B,351
The file opened,"The file opened in the program.
The file opened in the program.
The file opened in the program.
The file opened in the program.
The file opened in the program.
The file opened in the program.
The file",Falcon-7B,415
The dog barked,"The dog barked and the cat meowed, and the cat's friends ran out and danced around.

My children came into my arms, and I felt the sweet warmth of their bodies. They giggled and called out in the hall.",GPT-Neo,397
She stepped back,She stepped back and looked at the man who was holding her hand. He was a man who had been in the same situation as her father. He was a man who had been in the same situation as her father. He was a man who had,BLOOM,271
The grass swayed,"The grass swayed in the wind, and the wind swayed in the grass. The grass swayed in the wind, and the wind swayed in the grass. The grass swayed in the wind, and the wind",BLOOM,444
With a laugh,"With a laugh, he added, ""You get to take me up as a client, and, uh—"" He paused and looked puzzled.

""I've never tried a real lawyer,"" she said.

""Well, I have.",GPT-Neo,642
"Carefully, she lifted","Carefully, she lifted her head from the table and laid it on the table opposite the sink, feeling it fall onto one of the shelves below. ""Sheesh,"" she said. ""I think she'd like her own room, too.""",GPT-2,84
The car honked,"The car honked and the driver ran to the window. The car was still there, but the driver had gone. The car was still there, but the driver had gone. The car was still there, but the driver had gone. The car",BLOOM,352
Yesterday I went,Yesterday I went to the doctor for my annual checkup. I was a little nervous because I had to get a blood test. I hate needles. I was so nervous that I was shaking. I was so nervous that I was shaking. I was,Falcon-7B,670
The door creaked,"The door creaked open and he stepped inside.

The room smelled of stale beer and sweat. The two men were slumped in a corner, naked but for thin towels, heads down, elbows resting on the stained wooden seats. He spotted the",GPT-Neo,403
