xi,xj,LLM_model,prompt_id
As they walked,door saw man standing doorway wearing jacket hat wearing hat wearing jacket wearing jacket,BLOOM,65
With a yawn,silence rest group gathered doorway side had take tell step have plans,GPT-2,663
The phone vibrated,have address send squad locate man located have brought,GPT-Neo,516
With a smile,hug kiss help times share joys help celebrate successes,Falcon-7B,649
The clay formed,basis bricks bricks used build houses bricks made hand bricks made hand bricks made hand,Falcon-7B,369
With a gallop,hand men road village meet chief tribe chief tribe,BLOOM,636
They laughed at,see see see see see,BLOOM,615
The solution changed,way play game used play shooter play survival game thing thing think,OPT,559
The door creaked,door closed door closed door closed door closed,OPT,403
With a snap,wrist says excuses son talking earbuds car road,GPT-2,650
With a start,a.m. temperature kitchen cum study degrees day month says day,GPT-Neo,657
The plane soared,hills glens seemed hours landscape leveled sun shone reflecting waters backs,GPT-Neo,518
The clock ticked,end quarter crowd getting points crowd getting,OPT,372
As night deepened,moon rose stars came air night moon stars night moon,Falcon-7B,14
"Slowly, he breathed",smoke nose exhaled let head fall took look skies city sky sun,GPT-Neo,284
"Carefully, she lifted",head looked mean scare asking,OPT,84
With a click,button order food restaurants button order food restaurants food delivery service way order,Falcon-7B,629
The garden flourished,generations trees grasses used watering plants fruit times soil maintained water temperature winter shade,GPT-2,437
In the competition,looking car winner door coupe variety body styles including,Falcon-7B,161
As the sun,sets lights come day begins season year month day song state state song,GPT-Neo,20
"Quietly, he whispered",dog ear instant hear ears breathing tongue curled neck,GPT-2,223
The rain poured,city streets filled people streets filled people streets filled people streets filled people streets filled people streets filled people,BLOOM,533
The art lived,hype liked,OPT,311
In the vault,thing did get men vault man man member staff vault man,BLOOM,211
"Gently, he pushed",way crowd gesture felt calculated looked trying hide fact accident crowd swelled roaring ovation,GPT-2,89
The grass grew,house house built 1800s house built 1800s house built 1800s house built,Falcon-7B,442
He painted the,picture man bit loner bit rebel team player team player,Falcon-7B,119
The fire crackled,crackled crackled crackled crackled crackled,OPT,418
The horse galloped,corner time realized gone had control jumped horse time see horse flip crash sides,GPT-Neo,447
As they walked,trio continued street end island looking sea listening companions voices approached house saw sun set illuminating bay,GPT-Neo,65
The camera clicked,scene scene shown user user select scene displayed screen user select scene displayed screen user select scene,BLOOM,341
The curtain parted,men gone door closed men gone door opened men gone door closed men,BLOOM,389
The lion roared,fool world house stood trembled earth melted sun became water sky turned blood,GPT-Neo,479
The camera clicked,shutter closed shutter closed shutter closed shutter closed shutter closed,Falcon-7B,341
The bell chimed,men hall door opened men entered asked man entered sir said,BLOOM,321
"Carefully, she placed",hand mine voice said Let do done said hold mother getting food rest said,GPT-2,86
The art lived,art living art living art living art living art,Falcon-7B,311
The rain stopped,raining while raining while raining while raining while raining,OPT,534
In the living,room have table chair couch have TV computer have desk chair computer have table chair,OPT,185
In the courtyard,town hall art located building built listed building center,Falcon-7B,165
The child laughed,saw girl get got parking lot mom looked knew was difference children,GPT-2,365
The snow crunched,sky turned man dressed silk suit stood front had hair tied bun eyes body had,GPT-2,555
She fixed the,eyes mirror have kind body hers sort thing have worry looked dad apprehens,GPT-2,244
In the kitchen,family day school time introduce member join family Show start day breakfast salad cup,GPT-Neo,181
"Slowly, she walked",room girl gone,BLOOM,300
She closed her,eyes looked sky sun shining stars shining sky stars sun shining stars shining sky,BLOOM,237
She stepped back,eyes trying say incantation make brother understand course course done,GPT-Neo,271
As they fished,morning find catch consumed continued fish week success fish hooks set snapped,GPT-Neo,42
The crowd cheered,boy guess boy child mother mother woman,GPT-Neo,382
The wind howled,rain poured rain see wind howling rain pouring rain,OPT,610
The engine roared,life burr rpm turbochargers spooled turning liters turbo size liters gas burning pistons produce,GPT-Neo,412
With a frown,man said ’re trouble ’re trouble man said ’re ’s,BLOOM,635
In the stadium,complaints regarding parking say parking lot broken drivers pedestrians trying get roads tickets issued traffic vehicle guards responded traffic,GPT-2,206
The fire died,smoke cleared smoke cleared smoke cleared smoke cleared,Falcon-7B,419
The candle flickered,darkness darkness darkness darkness darkness,Falcon-7B,347
The lion roared,dragon did were people cave moment rest sitting beds fire dragon made,GPT-2,479
In the garden,love eve birthday reminded time saw husband patrol summer,GPT-Neo,177
"Gently, he stroked",length finger stomach top breast pushed smiled nipples hope feel,GPT-Neo,90
The bird chirped,,OPT,325
She sketched the,outline man face added details engrossed work hear door need speak,Falcon-7B,268
"Gently, she touched",front robe back head want stay day die die have fun die,GPT-2,102
As evening fell,drove dozen friends weekend music drinking drinking man time weekend people played cards drank,GPT-Neo,9
With a laugh,pounder said trying get day day part,Falcon-7B,642
"Slowly, he opened",eyes looked woman standing felt seen man,BLOOM,289
The waves crashed,rocks wind blew sun shone rocks wind blew sun shone rocks wind blew sun shone,Falcon-7B,603
In the lake,water temperature C lake surrounded forest forest surrounded forest lake surrounded forest forest surrounded forest lake surrounded,BLOOM,183
He stepped forward,took step took step took step took step took step,OPT,133
In the cafe,girl sitting talking friend going get think get,OPT,154
The rain pattered,corner mouth looked ground turn felt go ground direction head,GPT-2,532
The rain pattered,window ran stairs cloud time year remembered slept men Men Men,GPT-Neo,532
With a frown,face looked man entered room mean interrupt go,OPT,635
With a twist,,OPT,660
"Quietly, he entered",room sat table walks sits said smiling,OPT,217
The light flickered,drawn lightning looked glass resting ceiling picture father chair words born,GPT-2,475
"Carefully, she aimed",gun man head going count said tell money going shoot,Falcon-7B,81
The bell chimed,door opened morning see expecting come woman walked office,Falcon-7B,321
"Slowly, he moved",body beast wall hand touching ground feet trembling face shaking beast breathing moving crying moment,GPT-2,288
As they tasted,fruits labor used production ate fruit became fruit weight grew fruits became brought reduction consumption cessation growth,GPT-2,61
With a cheer,crowd stadium erupted cheers people cheering handful protesters led stadium making fun video women,GPT-2,624
In the stable,takes place 's going film fans film seem ones going,GPT-2,205
The camera focused,side body yellow girl stranger face done,GPT-Neo,343
As they smiled,laughing laughing laughing laughing laughing laughing laughing laughing laughing,BLOOM,58
Walking down the,hallway home one walking character walked house Walking house make feel ghost,GPT-Neo,619
The clock chimed,thing noticed smell coffee coffee coffee coffee coffee,BLOOM,370
"Slowly, she opened",refrigerator asked mother went bedroom grabbed gun emptied chamber was click,GPT-Neo,297
In the bar,scene movie Departed is scene bartender talking guy cop bartender says cop bartender cop says,OPT,151
As the sun,compared surface air air molecules escape atmosphere possibility have understanding happening stratosphere,GPT-2,20
She admired the,way talked had opinion character whole life failure met had left life hope winning,GPT-Neo,233
